per,normcjl,normcje,jc,normccl
0.019538022,-0.375177434,-0.44,-19.7234,-0.382344003
-0.001498548,-0.522205702,-0.51,-6.4967,-0.400802643
-9.36E-05,-0.326362416,-0.41,-14.9717,-0.376513685
-0.002898957,-0.442363695,-0.47,-4.4606,-0.435542628
0.006122449,-0.405640649,-0.45,-2.8757,-0.458525209
-0.004195609,-0.516606847,-0.5,3.6526,-0.575567023
0.01512157,-0.356320179,-0.42,4.0445,-0.602880006
-0.001336098,-0.50597291,-0.49,4.1221,-0.803021993
-0.008218415,-0.546409086,-0.52,3.6692,-1.070394075
0.005834862,-0.475937385,-0.48,-13.6333,-0.614274527
-0.014484654,-0.526754772,-0.51,-14.0518,-0.647151713
0.002928462,-0.544153992,-0.52,-13.0846,-0.66147349
0.006880946,-0.4417416,-0.46,-7.37,-0.586501893
-0.00575406,-0.471952089,-0.48,-8.4417,-0.622330526
-0.008481685,-0.498177282,-0.49,-15.6196,-0.622451487
-0.012917217,-0.399711306,-0.45,-11.8875,-0.616234094
-0.011090485,-0.510988551,-0.5,-9.8235,-0.666602234
-0.007935749,-0.452414418,-0.48,7.1261,-0.650853118
0.033803209,-0.410734052,-0.45,18.9304,-0.698826231
0.024643732,-0.538866184,-0.51,3.9332,-0.769419041
0.007894618,-0.530584544,-0.5,-6.085,-0.827456104
0.018794326,-0.496136033,-0.48,-0.4088,-0.924321633
0.003529048,-0.662002116,-0.57,1.6301,-1.14047885
-0.008261893,-0.380543003,-0.42,-0.1348,0.102612636
0.036305324,-0.309488089,-0.38,16.001,0.142723287
-0.002962009,-0.136137425,-0.28,-8.2836,0.169479849
0.000171969,-0.285304145,-0.36,-15.6243,0.126417751
0.000686401,-0.083201028,-0.25,2.8569,0.193599462
0.029387279,-0.119068693,-0.27,27.5023,0.143473245
0.068436463,0.146040985,-0.09,78.6534,0.149376139
-0.000869016,0.12844736,-0.09,24.6565,0.129103084
-0.017259935,-0.003572866,-0.17,-0.4842,0.109846101
0.003694435,-0.132754783,-0.24,9.3087,0.024713785
0.011335905,0.003406263,-0.16,13.975,0.014915948
0.017416997,0.135348727,-0.07,-13.8467,0.010972621
0.028346041,0.044581176,-0.12,3.5122,-0.054926904
0.024407407,0.221625529,0,9.9706,-0.013655029
0.016977804,0.254168874,0.03,-16.2153,-0.021831989
-0.032814742,0.507206021,0.18,50.7001,-0.033492624
0.022757304,0.180800544,-0.02,-7.581,-0.113254274
0.021203707,0.232570513,0.04,-4.8029,-0.258068723
-0.018950329,0.251058399,0.04,-21.2642,-0.508167582
-0.021929825,-0.191251155,-0.25,-8.9024,-0.915539868
0.029498712,0.188012958,-0.01,12.617,0.065622778
0.001713015,0.049441294,-0.08,-34.7801,0.039737135
-0.00285192,0.212391306,0.01,-45.7856,0.093274451
0.016385751,0.370150713,0.13,-48.078,0.150101905
0.005631594,0.227924241,0.04,-10.9402,0.110886365
-0.013735368,0.199929965,0.02,-31.0711,0.158327249
-0.032773423,0.227088301,0.02,-36.8787,0.144271587
0.00430299,0.145068961,-0.04,-56.2795,0.144973161
-0.014063851,0.193786777,-0.01,-51.5234,0.142263635
0.03541486,0.307999533,0.07,-13.2561,0.097072625
0.040686785,0.216901495,0.05,8.1621,0.094024409
0.000208819,0.058092302,-0.04,-28.9497,0.076485071
0.011495042,0.055895529,-0.05,-7.4369,0.063929324
0.010879543,0.108870808,0,11.0425,0.06917903
-0.010722659,0.183794376,0.05,-46.8296,0.032092403
0.005413925,0.056478743,-0.04,-21.2464,0.005650339
0.000481199,0.207745034,0.06,-31.9609,0.012666074
-0.022023352,0.089955231,-0.03,-5.9749,-0.078441713
-0.006524942,-0.041481781,-0.12,-13.1676,-0.117100833
-0.015189873,0.158755052,0.01,-46.9825,-0.246359703
0.021252952,0.093921087,-0.04,-17.8111,-0.368457686
0.004434897,-0.062905178,-0.13,-35.3288,-0.586114818
-0.003191563,-0.399905711,-0.35,-9.971,-0.934845235
-0.018108156,0.162293217,0.01,-46.0417,-0.135244975
-0.019593718,0.290678075,0.08,-75.2624,0.039543597
0.008636929,0.408020747,0.16,-52.7256,0.025318589
-0.040693377,0.423923051,0.16,-47.2194,0.114999037
-0.013878553,0.521591968,0.2,-32.8306,0.143787743
-0.025975508,0.705343283,0.29,-6.8011,0.279530121
-0.000683475,0.58836998,0.22,-40.36,0.16938308
-0.091476091,0.83784952,0.3,-98.7984,0.239274317
0.02156543,0.837888401,0.29,-67.4043,0.217090079
-0.005745711,0.685047433,0.21,-74.5419,0.142529749
-0.012389527,0.64682747,0.18,-45.6128,0.185567655
0.034236748,1.111007553,0.45,-46.323,0.249338268
-0.014660619,0.219001066,-0.05,-67.5044,-0.039927747
0.001741314,0.535569665,0.13,-26.8124,0.004368153
0.019816892,0.220381339,-0.04,-30.355,-0.378860327
0.007149311,-0.226652249,-0.29,-16.9588,-0.794603111
-0.054385674,0.695467524,0.21,-117.7792,0.774574903
0.000911917,0.693387394,0.19,-98.5589,0.709643065
0.018557794,0.740588853,0.23,-106.2725,0.712836434
-0.006094319,0.536716653,0.12,-86.5929,0.693482682
-0.014869888,0.570037617,0.12,-84.7202,0.752487433
-0.002346729,0.527968442,0.09,-69.1573,0.763349727
0.026024883,0.708745365,0.21,-59.947,0.762551384
-0.00490918,0.393051586,0.04,-66.6855,0.668685687
-0.004726675,0.430007918,0.06,-90.8638,0.709376951
-0.003163127,0.68077053,0.18,-57.803,0.763083612
-0.005323573,0.646769149,0.17,-103.2005,0.664500439
-0.005096074,0.72721381,0.21,-65.8153,0.795380186
-0.007584057,0.410373044,0.03,-48.6129,0.693748796
-0.003176755,0.45040097,0.05,-62.0245,0.694111679
-0.028448762,0.651609826,0.14,-66.9844,0.743221825
0.005753542,0.671128057,0.15,-67.2643,0.634260201
0.043554936,0.923057097,0.31,-24.8723,0.637018111
-0.011419317,0.485840945,0.08,-47.0922,0.432836028
0.003224073,0.558256693,0.12,-39.0505,0.44014207
-0.015138807,0.393284872,0.02,-26.3267,0.338123605
0.005716909,0.326467979,-0.02,-10.0185,0.186511151
0.001294147,0.350690804,0,-6.3468,0.038285603
0.014582904,0.356075814,0.02,-3.9164,-0.287438042
0.017439748,0.026793147,-0.16,-0.5338,-0.798788359
0.004623116,0.661019013,0.21,-46.3051,0.537709171
-0.000321634,0.129361062,-0.1,-49.6046,0.409079298
-0.009754511,0.549177994,0.13,-54.1882,0.504227181
0.001464546,0.157821909,-0.09,-46.3936,0.3390671
0.00677802,0.543190329,0.13,-50.2833,0.527524259
-0.005934959,0.400166798,0.04,-30.4798,0.442730634
0.028435644,0.57800821,0.17,-50.2619,0.507565703
-0.00417213,0.080895973,-0.12,-51.01,0.403611863
-0.005435,0.113750366,-0.11,-36.1227,0.402402253
-0.001725522,0.231579049,-0.04,-41.0207,0.423425266
0.009089097,0.115208401,-0.1,-25.6599,0.363743134
-0.040318566,0.495036287,0.09,-49.1807,0.490945668
-0.001200977,0.057334124,-0.16,-52.2235,0.277667322
-0.00540563,-0.014673374,-0.2,-34.0649,0.307302755
-0.000833229,0.378218508,0.02,-43.9474,0.401555527
0.01069585,0.285273625,-0.03,-18.5679,0.239685584
0.013819812,0.703710283,0.21,-19.3243,0.360186882
0.00414533,0.053115542,-0.15,-10.8458,-0.001365396
-0.002117522,0.09446542,-0.12,-17.685,-0.304638689
-0.014067076,-0.156277751,-0.27,4.0913,-0.856607693
-0.018254035,0.37085057,0,-43.3749,0.337252686
-0.021941211,0.028698313,-0.18,-47.5182,0.210630764
0.008920422,0.249211555,-0.05,-52.6271,0.299633831
0.005199736,0.06876512,-0.15,-45.2432,0.260248945
0.004527494,0.069717703,-0.15,-38.9099,0.2789737
-0.001940545,-0.034988664,-0.21,-53.0183,0.178697073
0.008241758,0.251408328,-0.04,-45.3175,0.341365358
-0.001641362,-0.01245716,-0.19,-29.203,0.241330653
-0.008014873,0.019833459,-0.18,-29.469,0.282699298
-0.01155005,0.12842792,-0.13,-30.7198,0.259668333
-0.010455026,0.158657849,-0.11,-26.9846,0.240895194
-0.023255814,0.591072205,0.1,-23.7627,0.465084217
-0.005226936,0.037874214,-0.19,-34.7641,0.254563781
0.00203613,-0.016014766,-0.22,-39.5009,0.183946779
-0.010720693,0.159902039,-0.13,-29.7526,0.158303057
0.020918171,0.199813323,-0.11,-19.245,0.007077678
0.000989929,-0.07418065,-0.25,-11.5884,-0.193886843
0.008047945,-0.078982446,-0.25,-11.8403,-0.412390702
0.005444723,-0.179217505,-0.31,-4.7504,-0.866163608
-0.00728863,0.312179234,-0.04,-57.8625,1.008464995
0.035230129,0.648518791,0.16,-21.2363,1.213566381
-0.001986837,0.274328641,-0.03,-40.8061,1.017730603
0.001445445,0.009860498,-0.18,-39.9213,1.023730266
0.000124039,0.180781103,-0.09,-50.7142,1.028665473
0.000371763,0.321860588,-0.01,-46.1024,1.046011273
-0.006978193,0.382961982,0.02,-40.4584,1.044511358
0.014442803,0.707656698,0.22,-61.7238,1.154222939
-0.00016374,0.032450324,-0.16,-42.3935,1.017174183
-0.000899575,0.199463394,-0.07,-42.9838,0.978152181
-0.006873842,0.492742312,0.09,-27.494,1.048527261
0.028167316,0.633219142,0.18,-30.8958,1.106346595
0.003557154,0.153331161,-0.08,-40.1805,0.93804153
0.020125539,0.591985907,0.17,4.7338,1.081428639
0.014865972,0.907640805,0.38,-12.6051,1.104507988
0.002717708,0.308563307,0.03,-3.2378,0.858255688
0.02236787,0.463562168,0.13,-14.8594,0.877125596
0.00045833,0.331794668,0.05,-8.905,0.676862648
-0.003219624,0.530145774,0.17,0.7087,0.67567723
0.00488531,0.299523489,0.03,-2.4115,0.397781545
-0.001947531,0.358622515,0.07,-12.9398,0.359848191
-0.020467836,0.347891376,0.05,-10.4502,0.076291533
-0.000779606,-0.003864473,-0.16,-10.2381,-0.251101372
0.008755014,-0.156083346,-0.25,-6.0687,-0.781055484
0.002137001,0.250066935,0,-57.0848,0.488405488
-0.002218158,0.363482632,0.05,-32.084,0.596254271
0.001911375,0.567315952,0.18,-53.5418,0.643453233
-0.018701957,0.423748087,0.08,-39.4091,0.577190825
-0.02329807,0.485063326,0.11,-17.0403,0.616527326
0.002651348,0.191045671,-0.06,-27.0299,0.493969692
-0.018185533,0.256443409,-0.03,-46.903,0.518113498
-0.004027173,0.171410797,-0.08,-25.1607,0.461721503
0.007701923,0.286187327,-0.02,-23.1535,0.532217544
0.013019589,0.310274068,0.01,-23.1594,0.433973061
0.00854498,0.36462962,0.04,0.0835,0.419989975
0.0111699,0.461540359,0.11,-28.1312,0.229307135
-0.011401877,0.099072811,-0.11,-9.2029,-0.006663486
-0.007050388,0.134007334,-0.09,-17.356,-0.24952888
-0.000437532,-0.191834369,-0.28,-1.654,-0.824794964
0.002570065,0.074383415,-0.14,-48.4354,0.285239478
0.014329539,0.35510379,0.02,-50.7525,0.426183176
-0.005037579,0.125861778,-0.11,-44.1949,0.311100929
0.002558895,0.252088744,-0.04,-34.2465,0.419433555
0.011217884,0.376080056,0.03,-20.3684,0.431239344
0.01628884,0.316397816,0.02,-38.0677,0.413651622
-0.012089324,0.046466902,-0.14,-28.1126,0.300480557
-0.014930838,0.167250537,-0.08,-31.8954,0.394926867
-0.005354807,0.100414204,-0.12,-24.6174,0.341704049
0.010468453,0.243476616,-0.04,-14.1495,0.362436756
0.002864174,0.108423677,-0.11,-30.0364,0.287682889
0.007322636,0.295946443,0,-27.1029,0.333889972
-0.009928563,0.161710003,-0.08,-19.3343,0.230395783
0.009818852,0.397114644,0.05,-16.6666,0.326825852
-0.003419973,0.354714981,0.03,-17.4938,0.193478501
-0.024557795,0.122459696,-0.11,-14.1594,0.077743065
-0.002054485,0.18396934,-0.08,-14.2144,-0.006687678
0.001641969,-0.057695132,-0.22,-3.343,-0.323169906
0.008321436,-0.243876505,-0.32,-9.1075,-0.837495863
-0.005269272,0.449837196,0.06,-48.0367,1.415885665
0.005561277,0.341262176,0,-37.4609,1.373815446
0.018448095,0.372677974,0.03,-31.5128,1.388137223
-0.006489266,0.177553985,-0.08,-45.8757,1.310528678
0.001708359,0.268982512,-0.03,-28.7188,1.380613452
-0.010385329,0.966156617,0.36,-51.0828,1.615156733
0.004595437,0.350010387,0.01,-27.1021,1.345583161
-0.001277508,0.34266189,0.01,-28.9624,1.348510416
0.003483464,0.553318814,0.13,-24.0568,1.346913731
0.001968908,0.237294547,-0.05,-13.4595,1.253314149
0.002704364,0.470171927,0.08,-13.9416,1.304045171
0.005065359,0.236516928,-0.05,-9.4209,1.139441511
0.008528265,0.361771871,0.02,-1.6548,1.218888662
0.000814365,0.274931295,-0.03,-8.8682,1.049978792
0.011007621,0.383331351,0.04,-7.4021,1.118636227
0.009889146,0.275825557,-0.02,5.0896,0.991482077
0.00561127,0.218806661,-0.04,0.996,0.91462349
0.006177973,0.23039318,-0.03,1.1486,0.802541074
-0.004412115,0.194914324,-0.05,4.3216,0.654146181
-0.002232054,0.110756533,-0.1,5.7989,0.579440699
0.012801885,0.359963907,0.05,19.3142,0.560256292
0.01521958,0.273414939,0,-1.6391,0.401603911
0.016510963,0.343361747,0.06,8.9376,0.160407778
-0.002402563,0.091529909,-0.09,9.2752,-0.236174791
0.000914181,-0.263180891,-0.3,8.8624,-0.766685323
-0.008723053,0.259553884,0.01,19.9248,0.576900519
-0.026762839,0.44044745,0.11,-10.1505,0.637018111
0.008477213,0.130041479,-0.08,-18.8702,0.50333207
0.003637912,0.306852546,0.03,-15.2986,0.558514455
0.011032521,0.286401172,0.02,-16.3404,0.507831817
-0.00406693,0.462706787,0.13,-15.5929,0.580868038
0.012240229,0.513932423,0.16,3.0617,0.536572138
0.005692816,0.162293217,-0.04,2.1378,0.441182334
0.017717931,0.357397766,0.09,-4.3375,0.489760251
0.001710673,0.124151017,-0.05,-2.6372,0.390330351
0.008834898,0.56393331,0.23,-1.8503,0.578835894
0.015051809,0.358058741,0.11,1.1605,0.387620825
-0.010159011,0.578708066,0.24,9.8034,0.451149516
0.011895235,0.351954434,0.1,0.4571,0.264893846
-0.002633504,0.309632533,0.08,-12.2279,0.261023096
0.016836588,0.448554125,0.17,11.5728,0.183825818
-0.000288621,0.102610977,-0.04,1.2684,-0.099246996
-0.005503657,0.081576389,-0.06,-6.4266,-0.331298482
0.000650007,-0.202993198,-0.24,10.7324,-0.85358367
0.014753161,0.196139074,0.02,11.2641,0.163407609
-0.013087771,0.353626315,0.11,-7.3419,0.256329811
0.010249427,0.53325625,0.22,5.2874,0.31078643
-0.044590753,0.800407177,0.38,-31.3411,0.357816047
-0.111083365,-0.015256588,-0.2,-105.5011,0.062356832
0.029800121,0.570795795,0.14,-43.4743,0.331059485
0.01958771,0.653709396,0.22,-59.5619,0.214598283
0.03588298,0.764539511,0.3,-32.4922,0.364976936
0.010904837,0.657480847,0.25,-26.6369,0.27919143
0.009349655,0.471299474,0.15,-62.0349,0.288457039
-0.000752389,0.414125055,0.12,-44.8768,0.267046951
0.019753541,0.444413305,0.15,-22.9461,0.263127816
-0.00578635,0.494958525,0.18,-20.8418,0.286013628
0.00110996,0.453142076,0.16,-15.2025,0.200179738
0.036600186,0.397425692,0.14,1.1634,0.052196112
0.008350211,0.402694059,0.16,-32.2142,-0.094553712
-0.002962276,0.059900266,-0.06,0.5374,-0.43169607
0.016479057,0.78936499,0.41,-38.9127,1.418933881
0.018770563,1.23729284,0.72,-9.0321,1.61380197
0.009266276,1.261165736,0.75,-59.4665,1.625631951
0.005330964,2.120687199,1.31,-45.1219,1.908970879
-0.021415824,2.087618961,1.29,-27.9929,1.730142211
-0.002416813,1.569783184,0.94,-43.7277,1.74835893
-0.060969719,2.30760731,1.33,-68.2897,1.742915688
0.032150895,1.720407939,0.99,-57.8193,1.574562238
-0.001352217,1.697370983,1.02,-89.6235,1.49968741
0.005407889,1.37691429,0.79,-58.1112,1.458609072
0.019271724,1.509323325,0.9,-72.5199,1.420022529
-0.009082908,1.150180098,0.65,-82.8602,1.367598054
-0.042425572,1.560237914,0.88,-57.4167,1.3659046
0.027612152,2.002450266,1.15,-39.9113,1.356663184
-0.017447964,1.294525581,0.73,-64.5311,1.124273008
-0.013620595,1.35164168,0.72,-16.8838,1.220146656
3.67E-05,1.982057214,1.08,-10.2006,1.20616357
-0.052594779,1.434341436,0.73,-51.3142,0.797581675
-0.003600883,1.617470655,0.81,-46.6619,0.727448517
-0.01454574,1.382824192,0.68,-32.0716,0.279989772
0.005789331,0.696653393,0.25,-10.4235,-0.600751093
0.015289928,1.370596137,0.64,-52.4809,1.056123609
-0.03650135,1.520929285,0.7,-34.7095,1.105306331
0.012007952,1.720582903,0.82,-66.0408,1.261660454
0.021744204,1.291492868,0.61,-75.8237,1.024843107
-0.013480055,1.058110036,0.46,-77.1091,1.009505259
-0.007994301,1.392136177,0.65,-83.7371,1.151440837
-0.022632256,1.286652191,0.55,-52.2856,1.155722854
-0.003266919,1.035384127,0.42,-82.6534,1.111475339
-0.003838074,1.305101197,0.58,-68.8187,1.201083211
0.03469515,1.422482749,0.65,-16.8019,1.221356266
-0.004899636,0.980348159,0.41,-45.4393,1.004836166
0.030577403,0.906474376,0.4,-54.073,0.988337093
0.000841429,0.678865364,0.26,-42.5961,0.873133884
0.009519836,0.698772404,0.28,-49.2614,0.898946951
-0.017013742,0.929647416,0.41,-12.7102,0.901898398
-0.008521732,0.565294143,0.18,-29.3757,0.668443766
0.022690992,0.725814097,0.29,-26.593,0.516710351
-0.000342766,0.412375412,0.11,-17.3497,0.083041154
0.009419034,0.233561977,0,-8.5707,-0.616137326
-0.000114247,0.868060009,0.39,-66.6547,0.731440228
0.008233872,0.396803597,0.1,-86.5857,0.609729321
-0.007077895,0.794050143,0.33,-88.0806,0.790904631
0.015078022,0.759737715,0.32,-68.6233,0.752850316
-0.003369553,0.64847991,0.26,-75.1904,0.737052816
-0.013611441,0.656431062,0.25,-57.3474,0.742883134
-0.000730376,0.54072139,0.18,-62.9248,0.745229776
-0.0087947,1.065147486,0.48,-65.646,0.988433861
0.003816352,0.540099295,0.17,-38.6116,0.721884313
0.028207052,0.770138366,0.33,-21.8595,0.714021851
0.015220925,0.593171775,0.24,-37.7159,0.618704623
-0.002739422,0.485899267,0.18,-43.1519,0.566183379
0.012336217,0.66381844,0.3,-27.8965,0.558974106
-0.002084781,0.506933854,0.2,-27.992,0.359195002
0.004228946,0.558859347,0.23,-26.464,0.293609975
0.006414205,0.242932283,0.04,-17.2802,-0.141244638
-0.005281947,-0.068212426,-0.16,3.293,-0.721566889
0.000666099,0.93769577,0.46,-103.3336,1.630059122
-0.006605559,1.004726508,0.5,-89.4218,1.673484103
0.008580543,0.732287773,0.34,-93.6759,1.486018823
-0.00794795,0.530612346,0.21,-79.5024,1.460278333
-0.011491241,0.701707915,0.31,-82.9745,1.610124757
-0.016363567,1.015107718,0.48,-60.4268,1.638284466
-0.004948046,0.58549279,0.21,-62.0036,1.476849983
0.017591137,0.618075016,0.24,-76.6126,1.447456472
-0.007167918,0.620543956,0.24,-68.0992,1.403426687
-0.001552266,0.973019102,0.44,-78.567,1.575602502
0.008723772,0.714402541,0.3,-87.5403,1.455197973
0.037580102,0.958788679,0.49,-45.28,1.461657288
0.001231215,0.494200347,0.2,-43.4438,1.246709681
-0.001124819,0.580399387,0.26,-60.3125,1.30934326
-0.00210244,0.410995139,0.15,-59.3535,1.186567897
0.003898213,0.529290394,0.22,-44.4231,1.226509202
-0.001231393,0.477617627,0.19,-53.1036,1.074654826
0.007662973,0.655167432,0.31,-51.1774,1.225372169
0.001617716,0.430552251,0.16,-51.8417,0.946871679
-0.000611885,1.130195296,0.62,-32.5019,1.235508697
0.006381987,0.946560624,0.49,-13.2871,0.807839164
-0.005362606,0.825699227,0.42,-33.6435,0.676475573
0.018630697,0.612320638,0.3,-16.5007,0.341220205
0.006274097,0.295985323,0.1,-29.4183,-0.007413444
0.007730882,0.013845795,-0.08,8.797,-0.693697487
0.011550982,0.733862451,0.39,-73.3482,0.914599298
-0.001996008,0.493111681,0.24,-72.6269,0.833216771
0.003939204,0.50261807,0.24,-67.143,0.866408456
0.001009714,0.332416763,0.13,-44.8893,0.745882965
-0.003467236,0.40856508,0.18,-51.8378,0.835805335
0.019233421,0.76074862,0.42,-62.0164,0.933638551
0.005146327,0.762692667,0.43,-52.4875,0.851481874
0.023244097,0.996639272,0.61,-21.0794,0.945734646
0.015244913,0.852721479,0.53,-16.7099,0.692514995
0.045391106,1.200297627,0.83,5.3449,0.737439891
0.012311731,1.128465094,0.82,20.3724,0.693772988
0.011633261,0.864074713,0.63,-19.6151,0.632421595
0.027789373,1.103095282,0.85,13.8548,0.769204237
0.003498176,1.173178173,0.92,12.7627,0.656831514
0.0296292,0.952431646,0.78,-0.9175,0.554716281
-0.013429539,1.425612665,1.13,-16.727,0.439295343
-0.019502638,1.224326047,0.95,-3.8384,0.085363605
-0.059500412,0.627173156,0.48,-10.7981,-0.7193654
-0.003078876,1.397579508,0.99,-43.5912,0.928219501
0.020384735,1.195048701,0.85,-80.8325,0.751374593
0.010906738,1.003560079,0.74,-71.9239,0.818459535
0.010062701,1.479579407,1.12,-81.6893,0.925389014
-0.00091631,1.438696101,1.07,-72.0859,0.891665102
-0.054094133,1.711387562,1.22,-79.9831,1.081307678
-0.001933114,1.085073967,0.74,-91.1351,0.921639225
0.007293666,1.013844088,0.7,-107.6637,0.925727705
0.041344941,1.286263382,0.93,-28.8712,0.982168084
-0.003006354,0.993431595,0.73,-58.436,0.913970301
0.010036832,1.633878411,1.21,-63.6696,1.182213302
0.025583348,1.140809792,0.88,-71.4085,0.942057433
-0.003376341,0.913997838,0.71,-63.3071,0.897930879
0.007721083,1.093472249,0.84,-89.8422,0.984248612
0.001732947,1.447658157,1.11,-76.5016,1.041414757
-0.009241642,1.373492767,1.04,-66.6822,0.974862043
0.007773809,1.17263384,0.9,-61.8956,0.912034926
-0.024352093,1.039272221,0.8,-79.8472,0.877053019
-0.017774055,1.252884096,0.91,-80.7999,0.968886572
0.006238804,0.879491005,0.64,-77.0567,0.771429918
0.024251931,1.106244638,0.83,6.8367,0.772639527
0.020140027,0.814151588,0.64,-31.5468,0.472922487
0.006077135,0.475634699,0.4,-42.7979,0.339139677
-0.016235429,0.429327501,0.35,-26.474,0.003303697
-0.011355356,0.029864741,0.03,-6.585,-0.639410212
0.004967649,1.421199678,1.07,-121.7444,1.902487372
0.004951554,1.237040114,0.93,-145.5647,1.772067276
-0.004813293,1.148916467,0.87,-128.9478,1.818927548
-0.012834058,1.113301528,0.82,-89.8786,1.877012996
0.013303838,1.016351908,0.74,-69.3912,1.787501894
0.026246246,1.482378835,1.11,-31.2096,1.939549807
-0.007526555,1.05081986,0.82,-78.4331,1.670435887
0.005319149,0.776184352,0.6,-55.2599,1.632163842
-0.001661882,1.207373958,0.93,-98.5579,1.685072162
-0.005942996,1.136960579,0.87,-66.2515,1.647646844
0.000182404,1.090109048,0.81,-39.7762,1.645324394
-0.022395266,1.239936744,0.92,-57.8124,1.738948168
0.006809428,1.132081021,0.83,-34.098,1.677838697
-0.026398988,1.475496909,1.05,-23.2234,1.741077081
-0.020540019,1.382610347,0.98,-13.5687,1.589633972
0.005605096,1.168007008,0.81,-31.967,1.448399968
0.007421912,1.004804269,0.7,-18.6422,1.064107031
0.010273004,0.788256884,0.55,-21.6805,0.722682655
-0.00034626,0.438872772,0.3,-0.236,0.186245037
0.006306872,0.315367471,0.21,6.9794,-0.589066265
0.01811234,1.0508393,0.74,-31.8692,1.111620492
-0.005961907,0.723384038,0.52,-72.1649,1.107265898
-0.012364515,0.941603304,0.67,-66.452,1.244919459
0.004396647,0.562008703,0.38,-69.0329,1.080315799
-0.021937902,1.072729269,0.72,-54.4389,1.36147743
0.002576656,0.733512522,0.49,-27.2904,1.185769554
-0.006496459,0.6704282,0.43,-21.2693,1.134724034
0.009334664,0.967303604,0.65,-15.3708,1.098992169
-0.011520363,0.829898368,0.55,-29.5045,0.874512839
0.028108518,0.551024838,0.38,-25.3711,0.746318425
0.031499434,0.617977814,0.45,-1.376,0.579706813
0.001988254,0.486618564,0.36,-12.9987,0.261047288
-0.003409614,0.116180424,0.08,2.6257,-0.089062084
-0.00603155,-0.020505514,-0.02,5.9592,-0.716849412
-0.010920785,0.903655508,0.63,-76.7213,0.969926836
0.014819709,0.309574211,0.2,-66.7128,0.83950674
-0.007822437,0.626959311,0.42,-60.4127,0.964048134
-0.002299879,0.534539321,0.35,-55.9438,0.928703344
-0.014946181,0.634346689,0.42,-44.4626,1.013932429
0.000744312,0.698014226,0.45,-34.1779,1.116918582
0.001911612,0.340290153,0.2,-48.5414,0.911962349
0.005795608,0.579019114,0.37,-34.3986,1.046277387
0.00304927,0.743815971,0.5,-24.1933,0.936227116
-0.027850104,0.808105603,0.53,-43.2803,1.012093823
0.004451864,0.566188404,0.35,-33.3157,0.897011576
0.015106616,0.611523578,0.4,-32.5676,0.848530427
-0.001548337,0.729391143,0.48,-33.958,0.902938662
0.021882598,0.902430759,0.62,-18.1789,0.762357847
-0.007346861,0.721206705,0.49,-12.8477,0.741697717
0.018454694,0.754158301,0.54,-38.4506,0.687942671
-0.007471391,0.611504138,0.42,-28.8853,0.611906618
-0.010720439,0.31367615,0.2,-26.2055,0.417328834
0.001367206,0.262819883,0.16,-25.2938,0.408498685
0.001017132,0.693951168,0.46,-14.77,0.544749099
0.016010548,0.315056424,0.21,-16.571,0.211380722
-0.002999684,0.250475185,0.16,-2.9406,0.081250932
0.002432706,0.24281564,0.16,-10.6136,-0.281027111
0.007280716,-0.136895603,-0.12,12.4002,-0.792909657
0.011318034,0.490001206,0.34,-43.7854,1.966306369
0.008392913,0.883865111,0.63,-38.9301,2.017085776
-0.003673037,0.276953104,0.19,-49.9881,1.820354887
-0.016821071,0.656197777,0.46,-24.9667,1.922881388
-0.001900418,0.540604747,0.36,-19.9042,1.875972732
0.00630517,0.668017582,0.45,-7.6119,1.906696813
-0.003654855,0.949573897,0.67,-27.9441,1.899947192
0.016389348,0.859175715,0.61,-20.0155,1.858917238
-0.002311778,0.591188848,0.42,-32.9791,1.582037625
0.002644104,0.623576669,0.44,-11.4808,1.598149623
0.005605103,0.471882688,0.33,-6.3345,1.419853184
-0.007409028,0.493617133,0.35,-27.0823,1.35673576
0.000218654,0.362413407,0.25,-20.8513,1.211582621
-0.018429818,0.600442511,0.42,-2.2207,1.303730672
-0.001013364,0.513738019,0.35,-4.4956,1.124781044
-0.018946485,0.798910261,0.53,-13.027,1.254233452
0.011258236,0.335566119,0.2,-5.8175,0.789549868
0.002493287,0.193320206,0.11,-8.7819,0.487970029
-0.002820694,0.187663029,0.1,4.1648,0.072977203
0.012005448,0.155625136,0.08,4.8987,-0.685544719
-0.004066212,0.394665145,0.25,-45.318,0.84403068
0.017781834,0.528843263,0.36,-43.7987,0.991264348
-0.020388536,0.582946089,0.4,-11.2606,0.904099887
0.00510318,0.580535471,0.39,-37.004,1.066816557
-0.013309213,0.524819086,0.34,-14.0247,1.020464321
0.011753433,0.448923494,0.29,-16.4981,0.912809076
-0.007820042,0.457593944,0.29,-29.6818,0.942420316
-0.001032525,0.377032639,0.23,-1.4523,0.936783536
0.008770807,0.430591132,0.28,-21.2484,0.850586763
0.01452426,0.483410887,0.33,-19.1149,0.874924106
0.014049921,0.402519094,0.28,-48.5868,0.777115083
0.002655714,0.40356888,0.29,-63.1315,0.702796675
0.000524287,0.399175334,0.29,-43.1425,0.677322299
0.007539074,0.61533391,0.45,-12.1162,0.701030645
0.009373187,0.800582141,0.6,-6.9964,0.674249891
-0.012130049,0.673460913,0.5,-8.5987,0.491018245
0.013462954,0.386014136,0.28,-21.6286,0.183608088
-0.003514613,0.285545792,0.21,-9.7131,-0.118552364
-0.004653616,0.020727721,0.01,6.7146,-0.7004713
